code,name,description,type,bill_name,bill_number,bill_year,bill_section,bill_subsection,bill_paragraph,direct_link
1095-1-2,"jméno, popřípadě jména",jméno kontrolovaných osob,Referenční,"Sb., zákon o místním referendu",22,2004,12,6,b,https://www.zakonyprolidi.cz/cs/2004-22#p12-6-b
1095-1-3,adresa místa pobytu,adresa místa pobytu kontrolovaných osob,Referenční,"Sb., zákon o místním referendu",22,2004,12,6,c,https://www.zakonyprolidi.cz/cs/2004-22#p12-6-c
1095-1-4,datum narození,datum narození kontrolovaných osob,Referenční,"Sb., zákon o místním referendu",22,2004,12,6,d,https://www.zakonyprolidi.cz/cs/2004-22#p12-6-d
1095-1-5,"státní občanství, popřípadě více státních občanství",státní občanství kontrolovaných osob,Referenční,"Sb., zákon o místním referendu",22,2004,12,6,e,https://www.zakonyprolidi.cz/cs/2004-22#p12-6-e
1120-1-1,informace o dovoce,§ 41a  písm. a) - h),Nereferenční,o obalech,477,2001,41a,,a) -h),https://www.zakonyprolidi.cz/cs/2001-477#p41a--a) -h)
1133-1-1,registrace kandidátních listin,kontrola náležitostí požadovaných zákonem u podaných kandidátních listin,Referenční,zákona o volbě prezidenta,275,2012,8,3,a,https://www.zakonyprolidi.cz/cs/2012-275#p8-3-a
1133-1-3,kontrola petic,kontrola počtu osob oprávněných volit prezidenta republiky,Referenční,zákona o volbě prezidenta,275,2012,8,3,a,https://www.zakonyprolidi.cz/cs/2012-275#p8-3-a
1133-1-4,Příjmení,příjmení kandidáta či petenta,Referenční,zákon o volbě prezidenta,275,2012,8,4,a,https://www.zakonyprolidi.cz/cs/2012-275#p8-4-a
1133-1-5,"jména, popřípadě jména",jméno kandidáta či petenta,Referenční,zákona o volbě prezidenta,275,2012,8,4,b,https://www.zakonyprolidi.cz/cs/2012-275#p8-4-b
1133-1-6,adresa místa pobytu,adresa místa pobytu kandidáta či petenta,Referenční,tákona o volbě prezidenta,275,2012,8,4,c,https://www.zakonyprolidi.cz/cs/2012-275#p8-4-c
1133-1-7,datum narození,datum narození kandidáta či petenta,Referenční,zákona o volbě prezidenta,275,2012,8,4,d,https://www.zakonyprolidi.cz/cs/2012-275#p8-4-d
1133-1-8,"státní občanství, popřípadě více státních občanství","státní občanství, popřípadě více státních občanství  kandidáta či petenta",Referenční,zákona o volbě prezidenta,275,2012,8,4,e,https://www.zakonyprolidi.cz/cs/2012-275#p8-4-e
1133-1-9,čísla elektronicky čitelných identifikačních dokladů,čísla elektronicky čitelných identifikačních dokladů  kandidáta či petenta,Referenční,zákona o volbě prezidenta,275,2012,8,4,f,https://www.zakonyprolidi.cz/cs/2012-275#p8-4-f
1133-1-10,"datum, místo a okres či stát úmrtí nebo den smrti uvedený v rozhodnutí soudu o prohlášení za mrtvého a datum nabytí právní moci tohoto soudního rozhodnutí","datum, místo a okres či stát úmrtí nebo den smrti uvedený v rozhodnutí soudu o prohlášení za mrtvého a datum nabytí právní moci tohoto soudního rozhodnutí kandidáta či petenta",Referenční,zákon o volbě prezidenta,275,2012,8,4,g,https://www.zakonyprolidi.cz/cs/2012-275#p8-4-g
115-1-1,"Jméno, popř. jména","Jméno, popř. jména",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,a,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-a
115-1-1,"Jméno, popř. jména","Jméno, popř. jména",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,b,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-b
115-1-2,Příjmení,Příjmení,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,a,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-a
115-1-2,Příjmení,Příjmení,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,b,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-b
115-1-3,Rodné příjmení,Rodné příjmení,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,a,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-a
115-1-3,Rodné příjmení,Rodné příjmení,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,b,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-b
115-1-4,Datum narození,Datum narození,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,b,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-b
115-1-4,Datum narození,Datum narození,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,d,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-d
115-1-5,Pohlaví,Pohlaví,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,c,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-c
115-1-6,Místo a okres nebo stát narození,Místo a okres nebo stát narození,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,d,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-d
115-1-6,Místo a okres nebo stát narození,Místo a okres nebo stát narození,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,e,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-e
115-1-7,Rodné číslo,Rodné číslo,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,e,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-e
115-1-7,Rodné číslo,Rodné číslo,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,c,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-c
115-1-8,"Státní občanství, popř. více státních občanství","Státní občanství, popř. více státních občanství",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,f,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-f
115-1-8,"Státní občanství, popř. více státních občanství","Státní občanství, popř. více státních občanství",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,f,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-f
115-1-9,"Datum nabytí nebo pozbytí státního občanství, popř. více státních občanství","Datum nabytí nebo pozbytí státního občanství, popř. více státních občanství",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,f,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-f
115-1-10,Adresa místa trvalého pobytu,Adresa místa trvalého pobytu,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,g,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-g
115-1-11,Předchozí adresy místa trvalého pobytu,Předchozí adresy místa trvalého pobytu,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,g,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-g
115-1-12,Adresa pro doručování písemností,Adresa pro doručování písemností,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,g,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-g
115-1-13,Datum přihlášení k trvalému pobytu,Datum přihlášení k trvalému pobytu,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,h,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-h
115-1-14,Datum ukončení trvalého pobytu,Datum ukončení trvalého pobytu,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,h,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-h
115-1-15,Datum zrušení údaje o místu trvalého pobytu,Datum zrušení údaje o místu trvalého pobytu,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,h,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-h
115-1-16,"Datum, od kterého má být doručováno na adresu pro doručování písemností","Datum, od kterého má být doručováno na adresu pro doručování písemností",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,h,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-h
115-1-17,Datum zrušení adresy pro doručování písemností,Datum zrušení adresy pro doručování písemností,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,h,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-h
115-1-18,Datum změny adresy pro doručování písemností,Datum změny adresy pro doručování písemností,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,h,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-h
115-1-19,Datum právní moci rozhodnutí o schválení smlouvy o nápomoci,Datum právní moci rozhodnutí o schválení smlouvy o nápomoci,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-20,"Číslo jednací soudu, který smlouvu o nápomoci schválil","Číslo jednací soudu, který smlouvu o nápomoci schválil",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-21,"Označení soudu, který smlouvu o nápomoci schválil","Označení soudu, který smlouvu o nápomoci schválil",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-22,Datum odvolání odpůrce,Datum odvolání odpůrce,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-23,Datum právní moci rozhodnutí o schválení zastoupení členem domácnosti,Datum právní moci rozhodnutí o schválení zastoupení členem domácnosti,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-24,"Číslo jednací soudu, který zastoupení členem domácnosti schválil","Číslo jednací soudu, který zastoupení členem domácnosti schválil",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-25,"Označení soudu, který zastoupení členem domácnosti schválil","Označení soudu, který zastoupení členem domácnosti schválil",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-26,Datum zániku zastoupení členem domácnosti,Datum zániku zastoupení členem domácnosti,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-27,Datum právní moci rozhodnutí o omezení svéprávnosti,Datum právní moci rozhodnutí o omezení svéprávnosti,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-28,"Číslo jednací soudu, který o omezení svéprávnosti rozhodl","Číslo jednací soudu, který o omezení svéprávnosti rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-29,"Označení soudu, který o omezení svéprávnosti rozhodl","Označení soudu, který o omezení svéprávnosti rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-30,"Jméno, popř. jména opatrovníka - FO","Jméno, popř. jména opatrovníka - FO",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-31,Příjmení opatrovníka - FO,Příjmení opatrovníka - FO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-32,Rodné číslo opatrovníka - FO,Rodné číslo opatrovníka - FO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-33,Datum narození opatrovníka - FO,Datum narození opatrovníka - FO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
115-1-34,Místo a okres nebo stát narození opatrovníka - FO,Místo a okres nebo stát narození opatrovníka - FO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-i
