code,name,description,type,bill_name,bill_number,bill_year,bill_section,bill_subsection,bill_paragraph,direct_link
117-1-31,Doba platnosti vydaných potvrzení o občanském průkazu,Doba platnosti vydaných potvrzení o občanském průkazu,Nereferenční,Zákon o občanských průkazech,328,1999,17,2,t,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-t
117-1-32,"Označení úřadu, který vydal potvrzení o občanském průkazu","Pro každé potvrzení o občanském průkazu - označení úřadu, který vydal potvrzení o občanském průkazu",Nereferenční,Zákon o občanských průkazech,328,1999,17,2,t,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-t
117-1-33,Číslo žádosti o vydání občanského průkazu,Číslo žádosti o vydání občanského průkazu,Nereferenční,Zákon o občanských průkazech,328,1999,17,2,u,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-u
117-1-34,Žádost o vydání občanského průkazu v elektronické podobě,Žádost o vydání občanského průkazu v elektronické podobě,Nereferenční,Zákon o občanských průkazech,328,1999,17,2,v,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-v
117-1-35,Datum a čas elektronické identifikace držitele občanského průkazu,Datum a čas elektronické identifikace držitele občanského průkazu,Nereferenční,Zákon o občanských průkazech,328,1999,17,2,w,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-w
117-1-36,Subjekt a místo provádějící elektronickou identifikaci držitele občanského průkazu,Subjekt a místo provádějící elektronickou identifikaci držitele občanského průkazu,Nereferenční,Zákon o občanských průkazech,328,1999,17,2,w,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-w
117-1-37,Číslo kontaktního elektronického čipu,Číslo kontaktního elektronického čipu,Nereferenční,Zákon o občanských průkazech,328,1999,17,2,x,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-x
117-1-38,"Záznam o zřízení datové schránky a identifikátor datové schránky, je-li tato datová schránka zpřístupněna","Záznam o zřízení datové schránky a identifikátor datové schránky, je-li tato datová schránka zpřístupněna",Nereferenční,Zákon o občanských průkazech,328,1999,17,2,y,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-y
117-1-39,Záznamy o přístupech do informačního systému EOP,"Uživatelské jméno vstupující osoby, den, měsíc, rok a čas poskytnutí údajů, důvod přístupu, včetně přístupů prostřednictvím ISZR",Nereferenční,Zákon o občanských průkazech,328,1999,17,3,,https://www.zakonyprolidi.cz/cs/1999-328#p17-3-
118-1-1,"jméno, popřípadě jména","jméno, popřípadě jména",Nereferenční,zákon o cestovních dokladech,329,1999,§ 29,2,a,https://www.zakonyprolidi.cz/cs/1999-329#p§ 29-2-a
118-1-2,příjmení,příjmení,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,a,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-a
118-1-3,rodné příjmení,rodné příjmení,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,a,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-a
118-1-4,rodné číslo,rodné číslo,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,c,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-c
118-1-5,datum narození,datum narození,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,d,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-d
118-1-6,místo a okres (stát) narození,místo a okres (stát) narození,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,d,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-d
118-1-7,pohlaví,pohlaví,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,e,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-e
118-1-8,státní občanství,státní občanství,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,f,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-f
118-1-9,rodinný stav nebo partnerství,rodinný stav nebo partnerství,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,g,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-g
118-1-10,datum uzavření manželství,datum uzavření manželství,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,g,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-g
118-1-11,datum omezení nebo zrušení omezení svéprávnosti,datum nabytí právní moci rozhodnutí soudu o omezení svéprávnosti nebo o zrušení omezení svéprávnosti,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,h,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-h
118-1-12,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,i,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-i
118-1-13,počátek trvalého pobytu,počátek trvalého pobytu,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,i,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-i
118-1-14,datum zrušení nebo ukončení trvalého pobytu,datum zrušení údaje o místu trvalého pobytu nebo datum ukončení trvalého pobytu na území České republiky,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,i,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-i
118-1-15,datum úmrtí,"datum úmrtí; je-li vydáno rozhodnutí soudu o prohlášení za mrtvého, den, který je v rozhodnutí uveden jako den smrti nebo den, který občan prohlášený za mrtvého nepřežil",Nereferenční,zákon o cestovních dokladech,329,1999,29,2,j,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-j
118-1-16,číslo a druh vydaného cestovního dokladu,číslo a druh vydaného cestovního dokladu,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,k,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-k
118-1-17,datum vydání cestovního dokladu,datum vydání cestovního dokladu,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,l,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-l
118-1-18,datum převzetí cestovního dokladu,datum převzetí cestovního dokladu,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,m,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-m
118-1-19,datum skončení platnosti cestovního dokladu,datum skončení platnosti cestovního dokladu,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,n,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-n
118-1-20,"označení orgánu, který cestovní doklad vydal","označení orgánu, který cestovní doklad vydal",Nereferenční,zákon o cestovních dokladech,329,1999,29,2,o,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-o
118-1-21,fotografie,digitální zpracování fotografie držitele,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,p,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-p
118-1-22,podpis,digitální zpracování podpisu držitele,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,p,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-p
118-1-23,prodloužení doby platnosti cestovního dokladu,prodloužení doby platnosti cestovního dokladu,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,q,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-q
118-1-24,číslo žádosti o vydání cestovního dokladu,číslo žádosti o vydání cestovního pasu se strojově čitelnými údaji a s nosičem dat s biometrickými údaji,Nereferenční,zákon o cestovních dokladech,329,1999,29,2,r,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-r
118-1-25,údaje obsažené v žádosti o vydání cestovního pasu,"údaje obsažené v žádosti o vydání cestovního pasu: údaje o žadateli (vč. digitálního zpracování fotografie a podpisu), označení vydávajícího úřadu, odůvodnění žádosti o vydání dalšího cestovního pasu.",Nereferenční,zákon o cestovních dokkladech,329,1999,6,3,,https://www.zakonyprolidi.cz/cs/1999-329#p6-3-
118-1-25,údaje obsažené v žádosti o vydání cestovního pasu,"údaje obsažené v žádosti o vydání cestovního pasu: údaje o žadateli (vč. digitálního zpracování fotografie a podpisu), označení vydávajícího úřadu, odůvodnění žádosti o vydání dalšího cestovního pasu.",Nereferenční,zákon o cestovních dokkladech,329,1999,20,1,,https://www.zakonyprolidi.cz/cs/1999-329#p20-1-
118-1-25,údaje obsažené v žádosti o vydání cestovního pasu,"údaje obsažené v žádosti o vydání cestovního pasu: údaje o žadateli (vč. digitálního zpracování fotografie a podpisu), označení vydávajícího úřadu, odůvodnění žádosti o vydání dalšího cestovního pasu.",Nereferenční,zákon o cestovních dokkladech,329,1999,29,2,r,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-r
118-1-26,nosič dat s biometrickými údaji,"číslo nosiče dat, kód vyjadřující základní charakteristiku částí údajů uložených na nosiči dat, data pro ověřování elektronického podpisu osoby, která vložila údaje do nosiče dat",Nereferenční,zákon o cestovních dokladech,329,1999,29,2,s,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-s
118-1-27,údaje o skončení platnosti cestovního dokladu,"číslo, druh, datum vydání a datum skončení platnosti ztraceného, odcizeného nebo neplatného cestovního dokladu a datum a místo ohlášení jeho ztráty nebo odcizení",Nereferenční,zákon o cestovních dokladech,329,1999,29,2,t,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-t
118-1-28,omezení spočívající v zákazu vycestování do zahraničí,"označení orgánu, který omezení uložil, druh a číslo cestovního dokladu, který byl tomuto orgánu vydán nebo který tento orgán odňal, datum vydání nebo odnětí cestovního dokladu, datum odepření vydání cestovního dokladu, osobní údaje občana s omezením",Nereferenční,zákon o cestovních dokladech,329,1999,29,2,u,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-u
118-1-29,záznam o zřízení datové schránky,"záznam o zřízení datové schránky a identifikátor datové schránky, je-li tato datová schránka zpřístupněna",Nereferenční,zákon o cestovních dokladech,329,1999,29,2,v,https://www.zakonyprolidi.cz/cs/1999-329#p29-2-v
118-1-30,záznamy o přístupech do informačního systému,"záznamy o přístupech do informačního systému (uživatelské jméno příjemce údajů, datum a čas poskytnutí údajů, důvod přístupu, vč. přístupu prostřednictvím ISZR)",Nereferenční,zákon o cestovních dokladech,329,1999,29,3,,https://www.zakonyprolidi.cz/cs/1999-329#p29-3-
1181-1-1,geodetické údaje bodů polohového bodového pole,"soubor písemných, číselných a grafických údajů o bodech polohového bodového pole",Nereferenční,vyhláška ČÚZK,31,1995,1,3,b,https://www.zakonyprolidi.cz/cs/1995-31#p1-3-b
1181-1-2,geodetické údaje bodů výškového bodového pole,"soubor písemných, číselných a grafických údajů o bodech výškového bodového pole",Nereferenční,vyhláška ČÚZK,31,1995,1,3,b,https://www.zakonyprolidi.cz/cs/1995-31#p1-3-b
1181-1-3,geodetické údaje bodů tíhového bodového pole,"soubor písemných, číselných a grafických údajů o bodech tíhového bodového pole",Nereferenční,vyhláška ČÚZK,31,1995,1,3,b,https://www.zakonyprolidi.cz/cs/1995-31#p1-3-b
1181-1-4,údaje o chráněných území značky základního bodového pole,"k ochraně značky základního bodového pole se podle potřeby vymezí a vyhlásí chráněné území podle zvláštního zákona. V chráněném území nesmí být prováděna činnost, jež by mohla ohrozit značku nebo ztížit či znemožnit její využívání.",Nereferenční,o zeměměřictví a o změně a doplnění některých zákonů souvisejících s jeho zavedením,200,1994,9,2,,https://www.zakonyprolidi.cz/cs/1994-200#p9-2-
1181-1-5,řízení o umístění značky bodu a o přemístění či odstranění značky nebo o uložení opatření k ochraně značky,řízení o umístění značky bodu bodového pole na nemovitosti a o přemístění či odstranění značky nebo o uložení opatření k ochraně značky,Nereferenční,vyhláška ČÚZK,31,1995,3,,a,https://www.zakonyprolidi.cz/cs/1995-31#p3--a
1181-1-5,řízení o umístění značky bodu a o přemístění či odstranění značky nebo o uložení opatření k ochraně značky,řízení o umístění značky bodu bodového pole na nemovitosti a o přemístění či odstranění značky nebo o uložení opatření k ochraně značky,Nereferenční,vyhláška ČÚZK,31,1995,4,1,a,https://www.zakonyprolidi.cz/cs/1995-31#p4-1-a
1183-1-1,příjmení,příjmení kandidáta či petenta,Referenční,zákona o volbách do Parlamentu České republiky,247,1995,12,6,a,https://www.zakonyprolidi.cz/cs/1995-247#p12-6-a
1183-1-2,"jméno, popřípadě jména",jméno kandidáta či petenta,Referenční,zákona o volbách do Parlamentu České republiky,247,1995,12,6,b,https://www.zakonyprolidi.cz/cs/1995-247#p12-6-b
1183-1-3,adresa místa pobytu,adresa místa pobytu kandidáta či petenta,Referenční,zákona o volbách do Parlamentu České republiky,247,1995,12,6,c,https://www.zakonyprolidi.cz/cs/1995-247#p12-6-c
1183-1-4,datum narození,datum narození kandidáta či petenta,Referenční,zákona o volbách do Parlamentu České republiky,247,1995,12,6,d,https://www.zakonyprolidi.cz/cs/1995-247#p12-6-d
1183-1-5,"státní občanství, popřípadě více státních občanství",státní občanství kandidáta či petenta,Referenční,zákona o volbách do Parlamentu České republiky,247,1995,12,6,e,https://www.zakonyprolidi.cz/cs/1995-247#p12-6-e
1183-1-6,"datum, místo a okres či stát úmrtí nebo den smrti uvedený v rozhodnutí soudu o prohlášení za mrtvého a datum nabytí právní moci tohoto rozhodnutí",datum a místo úmrtí kandidáta či petenta,Referenční,zákona o volbách do Parlamentu České republiky,247,1995,12,6,f,https://www.zakonyprolidi.cz/cs/1995-247#p12-6-f
123-5-1,identifikační údaje,kód a název,Nereferenční,o základních registrech,111,2009,32,1,a,https://www.zakonyprolidi.cz/cs/2009-111#p32-1-a
123-5-2,lokalizační údaje,definiční bod  a hranice,Nereferenční,o základních registrech,111,2009,32,1,b,https://www.zakonyprolidi.cz/cs/2009-111#p32-1-b
123-5-2,lokalizační údaje,definiční bod  a hranice,Nereferenční,o základních registrech,111,2009,,,,https://www.zakonyprolidi.cz/cs/2009-111#p--
123-5-4,údaje o vazbách na jiné prvky,"údaje o vazbách na jiné územní prvky, případně na územně evidenční jednotky",Nereferenční,o základních registrech,111,2009,32,1,c,https://www.zakonyprolidi.cz/cs/2009-111#p32-1-c
123-5-4,údaje o vazbách na jiné prvky,"údaje o vazbách na jiné územní prvky, případně na územně evidenční jednotky",Nereferenční,o základních registrech,111,2009,,,,https://www.zakonyprolidi.cz/cs/2009-111#p--
123-5-5,datum vzniku,doplňující údaj o datu vzniku daného základního územního prvku,Nereferenční,o základních registrech,111,2009,33,5,,https://www.zakonyprolidi.cz/cs/2009-111#p33-5-
123-5-5,datum vzniku,doplňující údaj o datu vzniku daného základního územního prvku,Nereferenční,o základních registrech,111,2009,,,,https://www.zakonyprolidi.cz/cs/2009-111#p--
124-1-1,Geometrické a polohové určení,Souřadnice lomových bodů hranic a jejich spojnice,Nereferenční,o katastru nemovitostí (katastrální zákon),256,2013,4,1,a,https://www.zakonyprolidi.cz/cs/2013-256#p4-1-a
124-1-2,Popisné údaje o pozemku,"Údaje o pozemku, které jsou obsahem katastru nemovitostí, např. příslušnost do katastrálního území, číslo a výměra parcely, údaje o právech, údaje pro daňové účely, druh pozemku apod.",Nereferenční,o katastru nemovitostí (katastrální zákon),256,2013,4,1,b,https://www.zakonyprolidi.cz/cs/2013-256#p4-1-b
124-1-2,Popisné údaje o pozemku,"Údaje o pozemku, které jsou obsahem katastru nemovitostí, např. příslušnost do katastrálního území, číslo a výměra parcely, údaje o právech, údaje pro daňové účely, druh pozemku apod.",Nereferenční,o katastru nemovitostí (katastrální zákon),256,2013,4,1,c,https://www.zakonyprolidi.cz/cs/2013-256#p4-1-c
124-1-2,Popisné údaje o pozemku,"Údaje o pozemku, které jsou obsahem katastru nemovitostí, např. příslušnost do katastrálního území, číslo a výměra parcely, údaje o právech, údaje pro daňové účely, druh pozemku apod.",Nereferenční,o katastru nemovitostí (katastrální zákon),256,2013,4,1,e,https://www.zakonyprolidi.cz/cs/2013-256#p4-1-e
124-1-2,Popisné údaje o pozemku,"Údaje o pozemku, které jsou obsahem katastru nemovitostí, např. příslušnost do katastrálního území, číslo a výměra parcely, údaje o právech, údaje pro daňové účely, druh pozemku apod.",Nereferenční,o katastru nemovitostí (katastrální zákon),256,2013,4,1,f,https://www.zakonyprolidi.cz/cs/2013-256#p4-1-f
1262-1-1,příjmení,příjmení kandidující či ověřované osoby,Referenční,"Sb., o volbách do Evropského parlamentu",62,2003,9,4,a,https://www.zakonyprolidi.cz/cs/2003-62#p9-4-a
1262-1-2,"jméno, popřípadě jména",jméno kandidující či ověřované osoby,Referenční,"Sb., o volbách do Evropského parlamentu",62,2003,9,4,b,https://www.zakonyprolidi.cz/cs/2003-62#p9-4-b
1262-1-3,adresa místa pobytu,adresa místa pobytu kandidující či ověřované osoby,Referenční,"Sb., o volbách do Evropského parlamentu",62,2003,9,4,c,https://www.zakonyprolidi.cz/cs/2003-62#p9-4-c
1262-1-4,datum narození,datum narození kandidující či ověřované osoby,Referenční,"Sb., o volbách do Evropského parlamentu",62,2003,9,4,d,https://www.zakonyprolidi.cz/cs/2003-62#p9-4-d
1262-1-5,"státní občanství, popřípadě více státní občanství",státní občanství kandidující či ověřované osoby,Referenční,"Sb., o volbách do Evropského parlamentu",62,2003,9,4,e,https://www.zakonyprolidi.cz/cs/2003-62#p9-4-e
1262-1-6,"datum, místo a okres či stát úmrtí nebo smrti uvedený v rozhodnutí soudu o prohlášení za mrtvého a datum nabytí právní moci tohoto soudního rozhodnutí",datum úmrtí kandidující či ověřované osoby,Referenční,"Sb., o volbách do Evropského parlamentu",62,2003,9,4,f,https://www.zakonyprolidi.cz/cs/2003-62#p9-4-f
1281-1-1,příjmení,příjmení kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,12,4,a,https://www.zakonyprolidi.cz/cs/2001-491#p12-4-a
1281-1-1,příjmení,příjmení kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,13,1,b,https://www.zakonyprolidi.cz/cs/2001-491#p13-1-b
1281-1-2,jméno,"jméno, popř. jména kandidáta či petenta",Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,12,4,b,https://www.zakonyprolidi.cz/cs/2001-491#p12-4-b
1281-1-2,jméno,"jméno, popř. jména kandidáta či petenta",Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,13,1,b,https://www.zakonyprolidi.cz/cs/2001-491#p13-1-b
1281-1-3,adresa místa pobytu,adresa místa pobytu kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,12,4,c,https://www.zakonyprolidi.cz/cs/2001-491#p12-4-c
1281-1-3,adresa místa pobytu,adresa místa pobytu kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,13,1,b,https://www.zakonyprolidi.cz/cs/2001-491#p13-1-b
1281-1-4,datum narození,datum narození kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,12,4,d,https://www.zakonyprolidi.cz/cs/2001-491#p12-4-d
1281-1-4,datum narození,datum narození kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,13,1,b,https://www.zakonyprolidi.cz/cs/2001-491#p13-1-b
1281-1-5,státní občanství,státní občanství kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,12,4,e,https://www.zakonyprolidi.cz/cs/2001-491#p12-4-e
1281-1-5,státní občanství,státní občanství kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,13,1,b,https://www.zakonyprolidi.cz/cs/2001-491#p13-1-b
1281-1-6,"datum, místo a okres či stát úmrtí nebo den smrti uvedení vrozhodnutí soudu o prohlášení za mrtvého",den smrti kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,12,4,f,https://www.zakonyprolidi.cz/cs/2001-491#p12-4-f
1281-1-6,"datum, místo a okres či stát úmrtí nebo den smrti uvedení vrozhodnutí soudu o prohlášení za mrtvého",den smrti kandidáta či petenta,Referenční,"Sb., o volbách do zastupitelstev obcí a o změně některých zákonů",491,2001,13,1,b,https://www.zakonyprolidi.cz/cs/2001-491#p13-1-b
1282-1-1,příjmení,příjmení kandidáta,Referenční,"Sb., zákon o volbách do zastupitelstev krajů",130,2000,11,4,a,https://www.zakonyprolidi.cz/cs/2000-130#p11-4-a
1282-1-2,"jméno, popřípadě jména",jméno kandidáta,Referenční,"Sb., zákon o volbách do zastupitelstev krajů",130,2000,11,4,b,https://www.zakonyprolidi.cz/cs/2000-130#p11-4-b
1282-1-3,adresa místa pobytu,adresa místa pobytu kandidáta,Referenční,"Sb., zákon o volbách do zastupitelstev krajů",130,2000,11,4,c,https://www.zakonyprolidi.cz/cs/2000-130#p11-4-c
1282-1-4,datum narození,datum narození kandidáta,Referenční,"Sb., zákon o volbách do zastupitelstev krajů",130,2000,11,4,d,https://www.zakonyprolidi.cz/cs/2000-130#p11-4-d
1282-1-5,"státní občanství, popřípadě více státní občanství",státní občanství kandidáta,Referenční,"Sb., zákon o volbách do zastupitelstev krajů",130,2000,11,4,e,https://www.zakonyprolidi.cz/cs/2000-130#p11-4-e
1282-1-6,"datum, místo a okres či stát úmrtí nebo den smrti uvedený v rozhodnutí soudu o prohlášení za mrtvého a datum nabytí právní moci tohot soudního rozhodnutí",den úmrtí kandidáta,Referenční,"Sb., zákon o volbách do zastupitelstev krajů",130,2000,11,4,f,https://www.zakonyprolidi.cz/cs/2000-130#p11-4-f
1361-1-1,jméno osoby podepisující prohlášení o podpoře,jméno osoby podepisující prohlášení o podpoře,Nereferenční,Nařízení Evropského parlamentu a Rady (EU) č. 211/2011 ze dne 16. února 2011 o občanské iniciativě,211,2011,příloha 3,,,https://www.zakonyprolidi.cz/cs/2011-211#ppříloha 3--
1361-1-2,příjmení osoby podepisující prohlášení o podpoře,příjmení osoby podepisující prohlášení o podpoře,Nereferenční,Nařízení Evropského parlamentu a Rady (EU) č. 211/2011 ze dne 16. února 2011 o občanské iniciativě,211,2011,příloha 3,,,https://www.zakonyprolidi.cz/cs/2011-211#ppříloha 3--
1361-1-3,státní příslušnost osoby podepisující prohlášení o podpoře,státní příslušnost osoby podepisující prohlášení o podpoře,Nereferenční,Nařízení Evropského parlamentu a Rady (EU) č. 211/2011 ze dne 16. února 2011 o občanské iniciativě,211,2011,příloha 3,,,https://www.zakonyprolidi.cz/cs/2011-211#ppříloha 3--
1361-1-4,typ a číslo osobního dokladu osoby podepisující prohlášení o podpoře,typ a číslo osobního dokladu osoby podepisující prohlášení o podpoře,Nereferenční,Nařízení Evropského parlamentu a Rady (EU) č. 211/2011 ze dne 16. února 2011 o občanské iniciativě,211,2011,příloha 3,,,https://www.zakonyprolidi.cz/cs/2011-211#ppříloha 3--
1361-1-5,datum a podpis osoby podepisující prohlášení o podpoře,datum a podpis osoby podepisující prohlášení o podpoře,Nereferenční,Nařízení Evropského parlamentu a Rady (EU) č. 211/2011 ze dne 16. února 2011 o občanské iniciativě,211,2011,příloha 3,,,https://www.zakonyprolidi.cz/cs/2011-211#ppříloha 3--
1401-1-1,Identifikační údaje provozovatele dráhy,"Obchodní jméno, sídlo a právní formu právnické osoby a jméno a bydliště osoby, která je jejím statutárním orgánem, a identifikační číslo osoby nebo jméno a trvalý pobyt, obchodní jméno a rodné číslo fyzické osoby, která hodlá provozovat dráhu",Nereferenční,Zákon o dráhách,266,1994,15,1,a,https://www.zakonyprolidi.cz/cs/1994-266#p15-1-a
1401-1-2,Označení vlastníka dráhy,Označení vlastníka dráhy,Nereferenční,Zákon o dráhách,266,1994,15,1,b,https://www.zakonyprolidi.cz/cs/1994-266#p15-1-b
1401-1-3,Označení dráhy,"Označení dráhy a její popis, včetně určení začátku a konce dráhy, místa styku vzájemně zaústěných drah a stavební délku dráhy",Nereferenční,Zákon o dráhách,266,1994,15,1,c,https://www.zakonyprolidi.cz/cs/1994-266#p15-1-c
1425-2-1,číslo rozhodnutí,číslo rozhodnutí,Nereferenční,Zákon o rozpočtových pravidlech,218,2000,28,6,,https://www.zakonyprolidi.cz/cs/2000-218#p28-6-
1601-1-1,příjmení,příjmení kontrolovaných osob,Referenční,"Sb., zákon o krajském referendu",118,2010,12,6,a,https://www.zakonyprolidi.cz/cs/2010-118#p12-6-a
1601-1-2,"jméno, popřípadě jména",jméno kontrolovaných osob,Referenční,"Sb., zákon o krajském referendu",118,2010,12,6,b,https://www.zakonyprolidi.cz/cs/2010-118#p12-6-b
1601-1-3,adresa místa pobytu,adresa místa pobytu kontrolovaných osob,Referenční,"Sb., zákon o krajském referendu",118,2010,12,6,c,https://www.zakonyprolidi.cz/cs/2010-118#p12-6-c
1601-1-4,datum narození,datum narození kontrolovaných osob,Referenční,"Sb., zákon o krajském referendu",118,2010,12,6,d,https://www.zakonyprolidi.cz/cs/2010-118#p12-6-d
1601-1-5,"státní občanství, popřípadě více státních občanství",státní občanství kontrolovaných osob,Referenční,"Sb., zákon o krajském referendu",118,2010,12,6,e,https://www.zakonyprolidi.cz/cs/2010-118#p12-6-e
3-2-1,"název, zkratka a sídlo strany a hnutí","název, zkratka a sídlo strany a hnutí",Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,2,a,https://www.zakonyprolidi.cz/cs/1991-424#p9-2-a
3-2-2,den a číslo registrace,den a číslo registrace,Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,2,a,https://www.zakonyprolidi.cz/cs/1991-424#p9-2-a
3-2-3,den registrace změny stanov,den registrace změny stanov,Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,2,b,https://www.zakonyprolidi.cz/cs/1991-424#p9-2-b
3-2-4,zánik politické strany nebo politického hnutí,zánik politické strany nebo politického hnutí,Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,2,c,https://www.zakonyprolidi.cz/cs/1991-424#p9-2-c
3-2-5,IČO,IČO,Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,3,a,https://www.zakonyprolidi.cz/cs/1991-424#p9-3-a
3-2-6,"jméno, příjmení, datum narození a adresa místa pobytu a způsob jednání členů statutárního orgánu","jméno, příjmení, datum narození a adresa místa pobytu a způsob jednání členů statutárního orgánu",Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,3,b,https://www.zakonyprolidi.cz/cs/1991-424#p9-3-b
3-2-7,pozastavení činnosti politické strany nebo politického hnutí,pozastavení činnosti politické strany nebo politického hnutí,Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,3,c,https://www.zakonyprolidi.cz/cs/1991-424#p9-3-c
3-2-8,zrušení politické strany nebo politického hnutí,zrušení politické strany nebo politického hnutí,Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,3,d,https://www.zakonyprolidi.cz/cs/1991-424#p9-3-d
3-2-9,vstup do likvidace politické strany nebo politického hnutí,vstup do likvidace politické strany nebo politického hnutí,Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,3,e,https://www.zakonyprolidi.cz/cs/1991-424#p9-3-e
3-2-10,"zahájení insolvenčního řízení, rozhodnutí o úpadku, rozhodnutí o způsobu řešení úpadku, rozhodnutí, jímž se insolvenční řízení končí, jméno, příjmení (obchodní firma) a sídlo insolvenčního správce","zahájení insolvenčního řízení, rozhodnutí o úpadku, rozhodnutí o způsobu řešení úpadku, rozhodnutí, jímž se insolvenční řízení končí, jméno, příjmení (obchodní firma) a sídlo insolvenčního správce",Nereferenční,zákon o sdružování v politických stranách a v politických hnutích,424,1991,9,3,f,https://www.zakonyprolidi.cz/cs/1991-424#p9-3-f
3925-1-1,číslo občanského průkazu,číslo občanského průkazu uvedeného v § 2 odst 2 písm. a) zák. č. 328/1999 Sb.,Nereferenční,Zákon o občanských průkazech,328,1999,18c,3,a,https://www.zakonyprolidi.cz/cs/1999-328#p18c-3-a
